farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,crop_condition_description
FARM0396,North India,Wheat,24.87,5.76,19.3,69.52,73.84,6.42,None,Inorganic,31.29,2024-03-14,2024-07-10,118,4756.07,SENS0396,2024-05-15,28.292924,78.338447,0.4,Mild,"Farm FARM0396 located in North India is cultivating Wheat. The soil moisture is 24.87%, pH level is 5.76, and temperature is 19.3°C. Rainfall recorded is 69.52 mm with a humidity of 73.84% and sunlight duration of 6.42 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 31.29 ml. Crop sowing started on 2024-03-14 and is expected to be harvested by 2024-07-10, spanning 118 days. Yield is 4756.07 kg/hectare. Sensor used is SENS0396 with data recorded on 2024-05-15. Location coordinates are (28.292924, 78.338447). NDVI index is 0.4 and crop disease status is Mild."
FARM0397,South USA,Cotton,14.53,6.91,32.27,79.51,50.63,6.84,Sprinkler,Mixed,21.62,2024-01-20,2024-06-12,144,3634.48,SENS0397,2024-02-19,19.239649,75.791812,0.61,None,"Farm FARM0397 located in South USA is cultivating Cotton. The soil moisture is 14.53%, pH level is 6.91, and temperature is 32.27°C. Rainfall recorded is 79.51 mm with a humidity of 50.63% and sunlight duration of 6.84 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 21.62 ml. Crop sowing started on 2024-01-20 and is expected to be harvested by 2024-06-12, spanning 144 days. Yield is 3634.48 kg/hectare. Sensor used is SENS0397 with data recorded on 2024-02-19. Location coordinates are (19.239649, 75.791812). NDVI index is 0.61 and crop disease status is None."
FARM0398,Central USA,Maize,44.69,6.11,24.72,247.8,47.11,7.54,Drip,Inorganic,45.01,2024-01-06,2024-05-27,142,4958.64,SENS0398,2024-01-06,13.058198,76.972979,0.82,Severe,"Farm FARM0398 located in Central USA is cultivating Maize. The soil moisture is 44.69%, pH level is 6.11, and temperature is 24.72°C. Rainfall recorded is 247.8 mm with a humidity of 47.11% and sunlight duration of 7.54 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 45.01 ml. Crop sowing started on 2024-01-06 and is expected to be harvested by 2024-05-27, spanning 142 days. Yield is 4958.64 kg/hectare. Sensor used is SENS0398 with data recorded on 2024-01-06. Location coordinates are (13.058198, 76.972979). NDVI index is 0.82 and crop disease status is Severe."
FARM0399,South USA,Soybean,20.84,6.4,21.76,144.33,81.72,9.0,Sprinkler,Organic,27.71,2024-02-25,2024-06-22,118,4668.88,SENS0399,2024-03-15,31.658639,76.504326,0.78,Severe,"Farm FARM0399 located in South USA is cultivating Soybean. The soil moisture is 20.84%, pH level is 6.4, and temperature is 21.76°C. Rainfall recorded is 144.33 mm with a humidity of 81.72% and sunlight duration of 9.0 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 27.71 ml. Crop sowing started on 2024-02-25 and is expected to be harvested by 2024-06-22, spanning 118 days. Yield is 4668.88 kg/hectare. Sensor used is SENS0399 with data recorded on 2024-03-15. Location coordinates are (31.658639, 76.504326). NDVI index is 0.78 and crop disease status is Severe."
FARM0400,South USA,Rice,41.51,6.18,15.92,217.61,62.15,5.66,Drip,Organic,36.82,2024-03-21,2024-08-08,140,5086.38,SENS0400,2024-06-08,24.026109,72.475632,0.64,Mild,"Farm FARM0400 located in South USA is cultivating Rice. The soil moisture is 41.51%, pH level is 6.18, and temperature is 15.92°C. Rainfall recorded is 217.61 mm with a humidity of 62.15% and sunlight duration of 5.66 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 36.82 ml. Crop sowing started on 2024-03-21 and is expected to be harvested by 2024-08-08, spanning 140 days. Yield is 5086.38 kg/hectare. Sensor used is SENS0400 with data recorded on 2024-06-08. Location coordinates are (24.026109, 72.475632). NDVI index is 0.64 and crop disease status is Mild."
FARM0401,East Africa,Soybean,30.19,5.61,26.4,97.35,63.79,9.38,Drip,Mixed,47.13,2024-01-01,2024-04-17,107,5147.03,SENS0401,2024-02-01,30.742264,86.778349,0.65,None,"Farm FARM0401 located in East Africa is cultivating Soybean. The soil moisture is 30.19%, pH level is 5.61, and temperature is 26.4°C. Rainfall recorded is 97.35 mm with a humidity of 63.79% and sunlight duration of 9.38 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 47.13 ml. Crop sowing started on 2024-01-01 and is expected to be harvested by 2024-04-17, spanning 107 days. Yield is 5147.03 kg/hectare. Sensor used is SENS0401 with data recorded on 2024-02-01. Location coordinates are (30.742264, 86.778349). NDVI index is 0.65 and crop disease status is None."
FARM0402,East Africa,Soybean,21.22,6.68,24.83,283.46,57.0,5.08,Drip,Mixed,19.28,2024-02-03,2024-05-10,97,5919.14,SENS0402,2024-04-12,14.2039,72.880685,0.45,None,"Farm FARM0402 located in East Africa is cultivating Soybean. The soil moisture is 21.22%, pH level is 6.68, and temperature is 24.83°C. Rainfall recorded is 283.46 mm with a humidity of 57.0% and sunlight duration of 5.08 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 19.28 ml. Crop sowing started on 2024-02-03 and is expected to be harvested by 2024-05-10, spanning 97 days. Yield is 5919.14 kg/hectare. Sensor used is SENS0402 with data recorded on 2024-04-12. Location coordinates are (14.2039, 72.880685). NDVI index is 0.45 and crop disease status is None."
FARM0403,South India,Maize,43.33,6.86,16.18,290.28,49.07,8.28,Manual,Inorganic,9.44,2024-01-14,2024-06-09,147,3296.87,SENS0403,2024-04-19,33.539438,87.99003,0.33,Mild,"Farm FARM0403 located in South India is cultivating Maize. The soil moisture is 43.33%, pH level is 6.86, and temperature is 16.18°C. Rainfall recorded is 290.28 mm with a humidity of 49.07% and sunlight duration of 8.28 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 9.44 ml. Crop sowing started on 2024-01-14 and is expected to be harvested by 2024-06-09, spanning 147 days. Yield is 3296.87 kg/hectare. Sensor used is SENS0403 with data recorded on 2024-04-19. Location coordinates are (33.539438, 87.99003). NDVI index is 0.33 and crop disease status is Mild."
FARM0404,East Africa,Soybean,18.28,6.52,25.09,287.34,53.46,5.91,None,Organic,26.79,2024-02-21,2024-06-04,104,5654.94,SENS0404,2024-02-23,16.728993,89.269494,0.71,Mild,"Farm FARM0404 located in East Africa is cultivating Soybean. The soil moisture is 18.28%, pH level is 6.52, and temperature is 25.09°C. Rainfall recorded is 287.34 mm with a humidity of 53.46% and sunlight duration of 5.91 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 26.79 ml. Crop sowing started on 2024-02-21 and is expected to be harvested by 2024-06-04, spanning 104 days. Yield is 5654.94 kg/hectare. Sensor used is SENS0404 with data recorded on 2024-02-23. Location coordinates are (16.728993, 89.269494). NDVI index is 0.71 and crop disease status is Mild."
FARM0405,East Africa,Rice,20.66,6.31,16.68,208.95,50.17,9.81,Manual,Mixed,49.34,2024-01-18,2024-06-16,150,3695.01,SENS0405,2024-06-08,21.29355,70.020021,0.58,Moderate,"Farm FARM0405 located in East Africa is cultivating Rice. The soil moisture is 20.66%, pH level is 6.31, and temperature is 16.68°C. Rainfall recorded is 208.95 mm with a humidity of 50.17% and sunlight duration of 9.81 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 49.34 ml. Crop sowing started on 2024-01-18 and is expected to be harvested by 2024-06-16, spanning 150 days. Yield is 3695.01 kg/hectare. Sensor used is SENS0405 with data recorded on 2024-06-08. Location coordinates are (21.29355, 70.020021). NDVI index is 0.58 and crop disease status is Moderate."
FARM0406,South India,Wheat,12.11,7.34,20.47,112.72,74.0,10.0,Sprinkler,Mixed,42.83,2024-02-02,2024-05-12,100,4956.73,SENS0406,2024-04-14,11.74838,71.794302,0.72,Mild,"Farm FARM0406 located in South India is cultivating Wheat. The soil moisture is 12.11%, pH level is 7.34, and temperature is 20.47°C. Rainfall recorded is 112.72 mm with a humidity of 74.0% and sunlight duration of 10.0 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 42.83 ml. Crop sowing started on 2024-02-02 and is expected to be harvested by 2024-05-12, spanning 100 days. Yield is 4956.73 kg/hectare. Sensor used is SENS0406 with data recorded on 2024-04-14. Location coordinates are (11.74838, 71.794302). NDVI index is 0.72 and crop disease status is Mild."
FARM0407,East Africa,Maize,40.74,5.92,25.1,250.51,84.2,9.67,Manual,Mixed,25.37,2024-01-22,2024-05-11,110,3366.52,SENS0407,2024-03-20,33.974817,76.569145,0.85,Mild,"Farm FARM0407 located in East Africa is cultivating Maize. The soil moisture is 40.74%, pH level is 5.92, and temperature is 25.1°C. Rainfall recorded is 250.51 mm with a humidity of 84.2% and sunlight duration of 9.67 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 25.37 ml. Crop sowing started on 2024-01-22 and is expected to be harvested by 2024-05-11, spanning 110 days. Yield is 3366.52 kg/hectare. Sensor used is SENS0407 with data recorded on 2024-03-20. Location coordinates are (33.974817, 76.569145). NDVI index is 0.85 and crop disease status is Mild."
FARM0408,North India,Soybean,26.68,7.3,28.45,153.29,84.76,8.22,None,Mixed,8.65,2024-03-21,2024-06-23,94,4154.6,SENS0408,2024-06-14,21.129419,72.468312,0.88,Severe,"Farm FARM0408 located in North India is cultivating Soybean. The soil moisture is 26.68%, pH level is 7.3, and temperature is 28.45°C. Rainfall recorded is 153.29 mm with a humidity of 84.76% and sunlight duration of 8.22 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 8.65 ml. Crop sowing started on 2024-03-21 and is expected to be harvested by 2024-06-23, spanning 94 days. Yield is 4154.6 kg/hectare. Sensor used is SENS0408 with data recorded on 2024-06-14. Location coordinates are (21.129419, 72.468312). NDVI index is 0.88 and crop disease status is Severe."
FARM0409,East Africa,Maize,23.54,7.18,31.24,295.95,46.24,6.22,Sprinkler,Inorganic,5.42,2024-03-01,2024-07-17,138,3124.54,SENS0409,2024-05-31,14.787792,86.325616,0.68,Mild,"Farm FARM0409 located in East Africa is cultivating Maize. The soil moisture is 23.54%, pH level is 7.18, and temperature is 31.24°C. Rainfall recorded is 295.95 mm with a humidity of 46.24% and sunlight duration of 6.22 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 5.42 ml. Crop sowing started on 2024-03-01 and is expected to be harvested by 2024-07-17, spanning 138 days. Yield is 3124.54 kg/hectare. Sensor used is SENS0409 with data recorded on 2024-05-31. Location coordinates are (14.787792, 86.325616). NDVI index is 0.68 and crop disease status is Mild."
FARM0410,South India,Cotton,43.86,5.57,24.86,226.01,70.3,4.04,None,Organic,44.15,2024-03-17,2024-07-16,121,2681.91,SENS0410,2024-04-10,26.495961,81.314141,0.71,Mild,"Farm FARM0410 located in South India is cultivating Cotton. The soil moisture is 43.86%, pH level is 5.57, and temperature is 24.86°C. Rainfall recorded is 226.01 mm with a humidity of 70.3% and sunlight duration of 4.04 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 44.15 ml. Crop sowing started on 2024-03-17 and is expected to be harvested by 2024-07-16, spanning 121 days. Yield is 2681.91 kg/hectare. Sensor used is SENS0410 with data recorded on 2024-04-10. Location coordinates are (26.495961, 81.314141). NDVI index is 0.71 and crop disease status is Mild."
FARM0411,North India,Soybean,14.49,5.63,20.19,192.48,51.4,7.14,Manual,Organic,43.15,2024-01-23,2024-06-04,133,4131.77,SENS0411,2024-03-27,27.017009,87.662039,0.3,Severe,"Farm FARM0411 located in North India is cultivating Soybean. The soil moisture is 14.49%, pH level is 5.63, and temperature is 20.19°C. Rainfall recorded is 192.48 mm with a humidity of 51.4% and sunlight duration of 7.14 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 43.15 ml. Crop sowing started on 2024-01-23 and is expected to be harvested by 2024-06-04, spanning 133 days. Yield is 4131.77 kg/hectare. Sensor used is SENS0411 with data recorded on 2024-03-27. Location coordinates are (27.017009, 87.662039). NDVI index is 0.3 and crop disease status is Severe."
FARM0412,North India,Maize,25.14,7.49,20.48,220.04,63.33,6.17,Drip,Mixed,15.1,2024-02-14,2024-06-17,124,3795.45,SENS0412,2024-02-14,19.796472,76.694116,0.83,None,"Farm FARM0412 located in North India is cultivating Maize. The soil moisture is 25.14%, pH level is 7.49, and temperature is 20.48°C. Rainfall recorded is 220.04 mm with a humidity of 63.33% and sunlight duration of 6.17 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 15.1 ml. Crop sowing started on 2024-02-14 and is expected to be harvested by 2024-06-17, spanning 124 days. Yield is 3795.45 kg/hectare. Sensor used is SENS0412 with data recorded on 2024-02-14. Location coordinates are (19.796472, 76.694116). NDVI index is 0.83 and crop disease status is None."
FARM0413,South India,Cotton,43.52,7.33,18.94,132.31,43.14,7.75,Drip,Inorganic,24.44,2024-01-19,2024-06-08,141,4505.19,SENS0413,2024-04-13,31.01269,74.943071,0.58,Moderate,"Farm FARM0413 located in South India is cultivating Cotton. The soil moisture is 43.52%, pH level is 7.33, and temperature is 18.94°C. Rainfall recorded is 132.31 mm with a humidity of 43.14% and sunlight duration of 7.75 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 24.44 ml. Crop sowing started on 2024-01-19 and is expected to be harvested by 2024-06-08, spanning 141 days. Yield is 4505.19 kg/hectare. Sensor used is SENS0413 with data recorded on 2024-04-13. Location coordinates are (31.01269, 74.943071). NDVI index is 0.58 and crop disease status is Moderate."
FARM0414,North India,Maize,28.19,5.97,16.46,199.99,61.93,4.57,None,Mixed,10.62,2024-01-02,2024-04-25,114,3253.12,SENS0414,2024-04-19,27.334092,85.652925,0.34,Severe,"Farm FARM0414 located in North India is cultivating Maize. The soil moisture is 28.19%, pH level is 5.97, and temperature is 16.46°C. Rainfall recorded is 199.99 mm with a humidity of 61.93% and sunlight duration of 4.57 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 10.62 ml. Crop sowing started on 2024-01-02 and is expected to be harvested by 2024-04-25, spanning 114 days. Yield is 3253.12 kg/hectare. Sensor used is SENS0414 with data recorded on 2024-04-19. Location coordinates are (27.334092, 85.652925). NDVI index is 0.34 and crop disease status is Severe."
FARM0415,North India,Maize,31.38,6.36,17.04,63.95,42.61,9.1,None,Organic,32.78,2024-02-08,2024-07-02,145,4398.3,SENS0415,2024-02-10,21.335281,79.284182,0.56,None,"Farm FARM0415 located in North India is cultivating Maize. The soil moisture is 31.38%, pH level is 6.36, and temperature is 17.04°C. Rainfall recorded is 63.95 mm with a humidity of 42.61% and sunlight duration of 9.1 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 32.78 ml. Crop sowing started on 2024-02-08 and is expected to be harvested by 2024-07-02, spanning 145 days. Yield is 4398.3 kg/hectare. Sensor used is SENS0415 with data recorded on 2024-02-10. Location coordinates are (21.335281, 79.284182). NDVI index is 0.56 and crop disease status is None."
FARM0416,Central USA,Wheat,25.89,6.16,18.85,75.67,69.76,4.41,Sprinkler,Mixed,10.67,2024-03-09,2024-06-29,112,3684.03,SENS0416,2024-06-09,25.521272,73.718468,0.38,None,"Farm FARM0416 located in Central USA is cultivating Wheat. The soil moisture is 25.89%, pH level is 6.16, and temperature is 18.85°C. Rainfall recorded is 75.67 mm with a humidity of 69.76% and sunlight duration of 4.41 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 10.67 ml. Crop sowing started on 2024-03-09 and is expected to be harvested by 2024-06-29, spanning 112 days. Yield is 3684.03 kg/hectare. Sensor used is SENS0416 with data recorded on 2024-06-09. Location coordinates are (25.521272, 73.718468). NDVI index is 0.38 and crop disease status is None."
FARM0417,North India,Rice,20.91,6.37,34.19,238.59,55.56,9.31,Sprinkler,Organic,26.13,2024-03-11,2024-06-27,108,3475.32,SENS0417,2024-03-12,22.942015,83.153536,0.39,Mild,"Farm FARM0417 located in North India is cultivating Rice. The soil moisture is 20.91%, pH level is 6.37, and temperature is 34.19°C. Rainfall recorded is 238.59 mm with a humidity of 55.56% and sunlight duration of 9.31 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 26.13 ml. Crop sowing started on 2024-03-11 and is expected to be harvested by 2024-06-27, spanning 108 days. Yield is 3475.32 kg/hectare. Sensor used is SENS0417 with data recorded on 2024-03-12. Location coordinates are (22.942015, 83.153536). NDVI index is 0.39 and crop disease status is Mild."
FARM0418,East Africa,Soybean,40.05,6.34,18.91,100.09,85.43,8.71,Manual,Organic,35.05,2024-03-23,2024-07-20,119,4399.05,SENS0418,2024-05-04,31.300217,81.321938,0.5,Moderate,"Farm FARM0418 located in East Africa is cultivating Soybean. The soil moisture is 40.05%, pH level is 6.34, and temperature is 18.91°C. Rainfall recorded is 100.09 mm with a humidity of 85.43% and sunlight duration of 8.71 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 35.05 ml. Crop sowing started on 2024-03-23 and is expected to be harvested by 2024-07-20, spanning 119 days. Yield is 4399.05 kg/hectare. Sensor used is SENS0418 with data recorded on 2024-05-04. Location coordinates are (31.300217, 81.321938). NDVI index is 0.5 and crop disease status is Moderate."
FARM0419,South USA,Maize,15.68,6.41,30.78,60.55,50.97,4.02,Sprinkler,Mixed,15.36,2024-03-07,2024-06-20,105,3922.98,SENS0419,2024-06-13,33.814706,76.630302,0.74,Mild,"Farm FARM0419 located in South USA is cultivating Maize. The soil moisture is 15.68%, pH level is 6.41, and temperature is 30.78°C. Rainfall recorded is 60.55 mm with a humidity of 50.97% and sunlight duration of 4.02 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 15.36 ml. Crop sowing started on 2024-03-07 and is expected to be harvested by 2024-06-20, spanning 105 days. Yield is 3922.98 kg/hectare. Sensor used is SENS0419 with data recorded on 2024-06-13. Location coordinates are (33.814706, 76.630302). NDVI index is 0.74 and crop disease status is Mild."
FARM0420,South USA,Rice,38.91,5.51,15.2,139.47,67.73,4.85,None,Organic,33.41,2024-02-02,2024-05-03,91,2796.49,SENS0420,2024-03-09,14.353665,87.707645,0.73,Moderate,"Farm FARM0420 located in South USA is cultivating Rice. The soil moisture is 38.91%, pH level is 5.51, and temperature is 15.2°C. Rainfall recorded is 139.47 mm with a humidity of 67.73% and sunlight duration of 4.85 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 33.41 ml. Crop sowing started on 2024-02-02 and is expected to be harvested by 2024-05-03, spanning 91 days. Yield is 2796.49 kg/hectare. Sensor used is SENS0420 with data recorded on 2024-03-09. Location coordinates are (14.353665, 87.707645). NDVI index is 0.73 and crop disease status is Moderate."
FARM0421,East Africa,Rice,16.25,5.54,31.86,277.66,41.05,8.06,None,Mixed,40.43,2024-01-11,2024-06-08,149,2840.95,SENS0421,2024-05-06,16.003748,86.189755,0.7,Severe,"Farm FARM0421 located in East Africa is cultivating Rice. The soil moisture is 16.25%, pH level is 5.54, and temperature is 31.86°C. Rainfall recorded is 277.66 mm with a humidity of 41.05% and sunlight duration of 8.06 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 40.43 ml. Crop sowing started on 2024-01-11 and is expected to be harvested by 2024-06-08, spanning 149 days. Yield is 2840.95 kg/hectare. Sensor used is SENS0421 with data recorded on 2024-05-06. Location coordinates are (16.003748, 86.189755). NDVI index is 0.7 and crop disease status is Severe."
FARM0422,North India,Wheat,15.06,7.35,30.9,97.92,58.91,6.25,None,Mixed,16.0,2024-01-25,2024-06-02,129,4349.3,SENS0422,2024-04-09,29.739695,76.553612,0.33,Moderate,"Farm FARM0422 located in North India is cultivating Wheat. The soil moisture is 15.06%, pH level is 7.35, and temperature is 30.9°C. Rainfall recorded is 97.92 mm with a humidity of 58.91% and sunlight duration of 6.25 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 16.0 ml. Crop sowing started on 2024-01-25 and is expected to be harvested by 2024-06-02, spanning 129 days. Yield is 4349.3 kg/hectare. Sensor used is SENS0422 with data recorded on 2024-04-09. Location coordinates are (29.739695, 76.553612). NDVI index is 0.33 and crop disease status is Moderate."
FARM0423,South India,Soybean,43.89,7.27,19.18,70.35,63.53,7.98,Drip,Organic,27.89,2024-03-25,2024-07-25,122,3497.06,SENS0423,2024-05-30,21.606682,76.436463,0.52,Severe,"Farm FARM0423 located in South India is cultivating Soybean. The soil moisture is 43.89%, pH level is 7.27, and temperature is 19.18°C. Rainfall recorded is 70.35 mm with a humidity of 63.53% and sunlight duration of 7.98 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 27.89 ml. Crop sowing started on 2024-03-25 and is expected to be harvested by 2024-07-25, spanning 122 days. Yield is 3497.06 kg/hectare. Sensor used is SENS0423 with data recorded on 2024-05-30. Location coordinates are (21.606682, 76.436463). NDVI index is 0.52 and crop disease status is Severe."
FARM0424,South USA,Cotton,19.39,6.3,33.42,196.0,41.83,5.32,Sprinkler,Inorganic,43.84,2024-02-07,2024-05-26,109,3700.09,SENS0424,2024-03-26,24.28426,88.709978,0.52,None,"Farm FARM0424 located in South USA is cultivating Cotton. The soil moisture is 19.39%, pH level is 6.3, and temperature is 33.42°C. Rainfall recorded is 196.0 mm with a humidity of 41.83% and sunlight duration of 5.32 hours. Irrigation type used is Sprinkler. Fertilizer type is Inorganic with a pesticide usage of 43.84 ml. Crop sowing started on 2024-02-07 and is expected to be harvested by 2024-05-26, spanning 109 days. Yield is 3700.09 kg/hectare. Sensor used is SENS0424 with data recorded on 2024-03-26. Location coordinates are (24.28426, 88.709978). NDVI index is 0.52 and crop disease status is None."
FARM0425,South India,Wheat,20.33,6.54,19.6,60.29,65.61,6.02,None,Inorganic,24.46,2024-02-26,2024-06-26,121,3268.08,SENS0425,2024-04-14,10.617955,78.83377,0.46,None,"Farm FARM0425 located in South India is cultivating Wheat. The soil moisture is 20.33%, pH level is 6.54, and temperature is 19.6°C. Rainfall recorded is 60.29 mm with a humidity of 65.61% and sunlight duration of 6.02 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 24.46 ml. Crop sowing started on 2024-02-26 and is expected to be harvested by 2024-06-26, spanning 121 days. Yield is 3268.08 kg/hectare. Sensor used is SENS0425 with data recorded on 2024-04-14. Location coordinates are (10.617955, 78.83377). NDVI index is 0.46 and crop disease status is None."
FARM0426,Central USA,Wheat,20.31,6.5,25.93,69.54,53.82,5.37,Drip,Organic,21.21,2024-03-07,2024-06-26,111,2786.59,SENS0426,2024-04-18,16.250591,84.904227,0.76,Moderate,"Farm FARM0426 located in Central USA is cultivating Wheat. The soil moisture is 20.31%, pH level is 6.5, and temperature is 25.93°C. Rainfall recorded is 69.54 mm with a humidity of 53.82% and sunlight duration of 5.37 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 21.21 ml. Crop sowing started on 2024-03-07 and is expected to be harvested by 2024-06-26, spanning 111 days. Yield is 2786.59 kg/hectare. Sensor used is SENS0426 with data recorded on 2024-04-18. Location coordinates are (16.250591, 84.904227). NDVI index is 0.76 and crop disease status is Moderate."
FARM0427,South India,Soybean,44.93,7.5,30.05,234.96,85.62,4.05,Manual,Inorganic,42.0,2024-02-13,2024-07-04,142,4319.82,SENS0427,2024-02-16,21.8001,80.252939,0.76,Mild,"Farm FARM0427 located in South India is cultivating Soybean. The soil moisture is 44.93%, pH level is 7.5, and temperature is 30.05°C. Rainfall recorded is 234.96 mm with a humidity of 85.62% and sunlight duration of 4.05 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 42.0 ml. Crop sowing started on 2024-02-13 and is expected to be harvested by 2024-07-04, spanning 142 days. Yield is 4319.82 kg/hectare. Sensor used is SENS0427 with data recorded on 2024-02-16. Location coordinates are (21.8001, 80.252939). NDVI index is 0.76 and crop disease status is Mild."
FARM0428,South USA,Rice,17.94,7.0,24.49,178.96,79.3,8.55,None,Inorganic,40.64,2024-02-28,2024-06-09,102,3715.17,SENS0428,2024-05-27,20.442197,78.773616,0.81,None,"Farm FARM0428 located in South USA is cultivating Rice. The soil moisture is 17.94%, pH level is 7.0, and temperature is 24.49°C. Rainfall recorded is 178.96 mm with a humidity of 79.3% and sunlight duration of 8.55 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 40.64 ml. Crop sowing started on 2024-02-28 and is expected to be harvested by 2024-06-09, spanning 102 days. Yield is 3715.17 kg/hectare. Sensor used is SENS0428 with data recorded on 2024-05-27. Location coordinates are (20.442197, 78.773616). NDVI index is 0.81 and crop disease status is None."
FARM0429,Central USA,Rice,30.21,5.76,33.87,52.42,80.52,9.01,Manual,Organic,23.86,2024-03-25,2024-07-18,115,5051.37,SENS0429,2024-06-21,23.4401,76.52159,0.31,None,"Farm FARM0429 located in Central USA is cultivating Rice. The soil moisture is 30.21%, pH level is 5.76, and temperature is 33.87°C. Rainfall recorded is 52.42 mm with a humidity of 80.52% and sunlight duration of 9.01 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 23.86 ml. Crop sowing started on 2024-03-25 and is expected to be harvested by 2024-07-18, spanning 115 days. Yield is 5051.37 kg/hectare. Sensor used is SENS0429 with data recorded on 2024-06-21. Location coordinates are (23.4401, 76.52159). NDVI index is 0.31 and crop disease status is None."
FARM0430,South India,Rice,44.2,7.49,26.36,249.79,85.69,7.44,None,Inorganic,14.19,2024-02-03,2024-06-06,124,3545.74,SENS0430,2024-04-03,12.715959,81.3903,0.57,Moderate,"Farm FARM0430 located in South India is cultivating Rice. The soil moisture is 44.2%, pH level is 7.49, and temperature is 26.36°C. Rainfall recorded is 249.79 mm with a humidity of 85.69% and sunlight duration of 7.44 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 14.19 ml. Crop sowing started on 2024-02-03 and is expected to be harvested by 2024-06-06, spanning 124 days. Yield is 3545.74 kg/hectare. Sensor used is SENS0430 with data recorded on 2024-04-03. Location coordinates are (12.715959, 81.3903). NDVI index is 0.57 and crop disease status is Moderate."
FARM0431,North India,Rice,13.65,6.61,15.64,222.26,64.43,5.12,Drip,Inorganic,17.77,2024-01-10,2024-05-21,132,4097.58,SENS0431,2024-05-05,11.43633,80.370634,0.4,Severe,"Farm FARM0431 located in North India is cultivating Rice. The soil moisture is 13.65%, pH level is 6.61, and temperature is 15.64°C. Rainfall recorded is 222.26 mm with a humidity of 64.43% and sunlight duration of 5.12 hours. Irrigation type used is Drip. Fertilizer type is Inorganic with a pesticide usage of 17.77 ml. Crop sowing started on 2024-01-10 and is expected to be harvested by 2024-05-21, spanning 132 days. Yield is 4097.58 kg/hectare. Sensor used is SENS0431 with data recorded on 2024-05-05. Location coordinates are (11.43633, 80.370634). NDVI index is 0.4 and crop disease status is Severe."
FARM0432,South USA,Rice,44.64,5.76,23.37,235.79,59.45,9.42,Sprinkler,Organic,44.17,2024-02-14,2024-07-05,142,4838.69,SENS0432,2024-06-14,13.969531,81.501828,0.49,Mild,"Farm FARM0432 located in South USA is cultivating Rice. The soil moisture is 44.64%, pH level is 5.76, and temperature is 23.37°C. Rainfall recorded is 235.79 mm with a humidity of 59.45% and sunlight duration of 9.42 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 44.17 ml. Crop sowing started on 2024-02-14 and is expected to be harvested by 2024-07-05, spanning 142 days. Yield is 4838.69 kg/hectare. Sensor used is SENS0432 with data recorded on 2024-06-14. Location coordinates are (13.969531, 81.501828). NDVI index is 0.49 and crop disease status is Mild."
